Carport,Dapur,Daya Listrik,Garasi,Jumlah Lantai,Kamar Mandi,Kamar Tidur,Kondisi Perabotan,Luas Bangunan,Luas Tanah,Nomor Lantai,Sertifikat,Tahun Dibangun,address,latitude,longitude,price_currency,price_unit,price_value
1.0,1.0,4400 Watt,,2.0,1.0,2.0,Semi Furnished,87 m²,60 m²,,SHM - Sertifikat Hak Milik,2014.0,"Green Lake City, Jakarta Barat",-6.180283069610596,106.71080780029297,Rp,Miliar,"1,45"
2.0,1.0,4400 Watt,,2.0,2.0,3.0,Semi Furnished,125 m²,90 m²,,SHM - Sertifikat Hak Milik,2014.0,"Green Lake City, Jakarta Barat",-6.180283069610596,106.71080780029297,Rp,Miliar,"2,5"
2.0,1.0,4400 Watt,,2.0,3.0,4.0,Unfurnished,160 m²,135 m²,,SHM - Sertifikat Hak Milik,2014.0,"Green Lake City, Jakarta Barat",-6.180283069610596,106.71080780029297,Rp,Miliar,"3,75"
2.0,1.0,4400 Watt,,2.0,4.0,3.0,Unfurnished,147 m²,144 m²,,SHM - Sertifikat Hak Milik,2013.0,"Green Lake City, Jakarta Barat",-6.180283069610596,106.71080780029297,Rp,Miliar,"3,3"
1.0,1.0,4400 Watt,1.0,2.0,2.0,3.0,Unfurnished,110 m²,90 m²,,SHM - Sertifikat Hak Milik,2014.0,"Green Lake City, Jakarta Barat",-6.1852561,106.703769,Rp,Miliar,"2,15"
2.0,2.0,,2.0,2.0,3.0,4.0,Semi Furnished,345 m²,240 m²,,SHM - Sertifikat Hak Milik,2015.0,"Pantai Indah Kapuk, Jakarta Utara",-6.12367,106.75318,Rp,Miliar,"8,8"
3.0,2.0,,2.0,2.0,5.0,5.0,Unfurnished,600 m²,860 m²,,SHM - Sertifikat Hak Milik,2006.0,"Kemang, Jakarta Selatan",-6.26857689546326,106.81744320983957,Rp,Miliar,22
,1.0,2200 Watt,,2.0,2.0,2.0,Unfurnished,39 m²,20 m²,,SHM - Sertifikat Hak Milik,2024.0,"Cipinang, Jakarta Timur",-6.20989,106.89872,Rp,Juta,482
1.0,1.0,,,3.0,3.0,3.0,Unfurnished,115 m²,39 m²,,SHM - Sertifikat Hak Milik,2024.0,"Cempaka Putih, Jakarta Pusat",-6.18128,106.87535,Rp,Miliar,"1,61"
,1.0,2200 Watt,,2.0,2.0,2.0,Unfurnished,39 m²,20 m²,,SHM - Sertifikat Hak Milik,2024.0,"Sunter, Jakarta Utara",-6.13717,106.86524,Rp,Juta,451
2.0,1.0,,2.0,2.0,3.0,3.0,Semi Furnished,90 m²,76 m²,,SHM - Sertifikat Hak Milik,2023.0,"Cipinang, Jakarta Timur",-6.20989,106.89872,Rp,Miliar,"2,35"
2.0,1.0,,2.0,3.0,4.0,4.0,Unfurnished,756 m²,420 m²,,,,"Pantai Indah Kapuk, Jakarta Utara",-6.12367,106.75318,Rp,Miliar,"23,5"
,1.0,5500 Watt,2.0,3.0,4.0,5.0,Semi Furnished,330 m²,180 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"8,4"
2.0,2.0,11000 Watt,,3.0,5.0,4.0,Semi Furnished,285 m²,199 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"8,8"
,,,2.0,2.0,5.0,5.0,Unfurnished,1000 m²,920 m²,,SHM - Sertifikat Hak Milik,2010.0,"Cipete, Jakarta Selatan",-6.270367,106.811741,Rp,Miliar,"17,5"
5.0,,,2.0,2.0,4.0,5.0,Unfurnished,900 m²,1285 m²,,SHM - Sertifikat Hak Milik,,"Kebayoran Baru, Jakarta Selatan",-6.2456989371893,106.80892815857,Rp,Miliar,159
2.0,,,2.0,2.0,4.0,5.0,Unfurnished,1400 m²,1083 m²,,HGB - Hak Guna Bangunan,,"Kelapa Gading, Jakarta Utara",-6.15808,106.91815,Rp,Miliar,"33,9"
3.0,,,,2.0,4.0,5.0,Unfurnished,600 m²,442 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,"16,5"
2.0,,,,2.0,4.0,5.0,Unfurnished,889 m²,774 m²,,SHM - Sertifikat Hak Milik,,"Kemang, Jakarta Selatan",-6.266904,106.823931,Rp,Miliar,"14,7"
2.0,1.0,2200 Watt,,2.0,3.0,3.0,Semi Furnished,140 m²,105 m²,,SHM - Sertifikat Hak Milik,2000.0,"Metland Puri, Jakarta Barat",-6.1730885,106.7311963,Rp,Miliar,"2,69"
5.0,1.0,3300 Watt,,5.0,23.0,23.0,Furnished,402 m²,73 m²,,SHM - Sertifikat Hak Milik,2024.0,"Cempaka Putih, Jakarta Pusat",-6.1868333,106.8665002,Rp,Miliar,"8,5"
1.0,1.0,,,2.0,2.0,2.0,Semi Furnished,134 m²,113 m²,,SHM - Sertifikat Hak Milik,2016.0,"Kebagusan, Jakarta Selatan",-6.3139,106.83608,Rp,Miliar,"2,65"
,,,,,2.0,3.0,Semi Furnished,68 m²,,7.0,"Lainnya (PPJB,Girik,Adat,dll)",2015.0,"Puri Mansion, Jakarta Barat",-6.1813377,106.7271337,Rp,Miliar,"1,15"
2.0,1.0,4400 Watt,,3.0,3.0,4.0,Semi Furnished,200 m²,135 m²,,SHM - Sertifikat Hak Milik,2015.0,"Green Lake City, Jakarta Barat",-6.1852561,106.703769,Rp,Miliar,"3,8"
2.0,1.0,4400 Watt,,2.0,3.0,3.0,Semi Furnished,130 m²,90 m²,,SHM - Sertifikat Hak Milik,2015.0,"Green Lake City, Jakarta Barat",-6.1852561,106.703769,unknown,unknown,unknown
2.0,1.0,4400 Watt,,2.0,3.0,3.0,Unfurnished,150 m²,120 m²,,SHM - Sertifikat Hak Milik,2015.0,"Green Lake City, Jakarta Barat",-6.1852561,106.703769,Rp,Miliar,"3,19"
1.0,1.0,4400 Watt,,2.0,2.0,2.0,Semi Furnished,87 m²,60 m²,,SHM - Sertifikat Hak Milik,2014.0,"Green Lake City, Jakarta Barat",-6.1852561,106.703769,Rp,Miliar,"1,59"
2.0,1.0,5500 Watt,,2.0,4.0,4.0,Semi Furnished,215 m²,100 m²,,SHM - Sertifikat Hak Milik,2010.0,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"3,57"
1.0,1.0,4400 Watt,,3.0,3.0,3.0,Unfurnished,70 m²,45 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"1,6"
2.0,,3500 Watt,,2.0,3.0,3.0,Unfurnished,146 m²,120 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"3,5"
,,,,2.0,3.0,4.0,Semi Furnished,360 m²,230 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"8,6"
2.0,1.0,2200 Watt,,2.0,2.0,2.0,Unfurnished,69 m²,102 m²,,"Lainnya (PPJB,Girik,Adat,dll)",2024.0,"Cakung, Jakarta Timur",-6.184889793395996,106.94493103027344,Rp,Miliar,"1,89"
,,900 Watt,,1.0,2.0,2.0,,40 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Pesanggrahan, Jakarta Selatan",-6.2365273,106.751266,Rp,Miliar,"1,62"
1.0,,2200 Watt,,2.0,3.0,4.0,,123 m²,108 m²,,SHM - Sertifikat Hak Milik,,"Kalideres, Jakarta Barat",-6.1568457,106.7038324,Rp,Miliar,"2,49"
1.0,2.0,7700 Watt,1.0,2.0,3.0,3.0,Semi Furnished,300 m²,340 m²,,SHM - Sertifikat Hak Milik,,"Kemang, Jakarta Selatan",-6.2777834,106.8114224,Rp,Miliar,"12,5"
,,,,,1.0,2.0,Unfurnished,35 m²,,7.0,"Lainnya (PPJB,Girik,Adat,dll)",,"Pesanggrahan, Jakarta Barat",-6.25459,106.76535,unknown,unknown,unknown
,1.0,,4.0,4.0,3.0,4.0,Semi Furnished,500 m²,250 m²,,SHM - Sertifikat Hak Milik,2019.0,"Prapanca, Jakarta Selatan",-6.25295,106.80827,Rp,Miliar,20
,,3500 Watt,,2.0,4.0,4.0,,210 m²,200 m²,,SHM - Sertifikat Hak Milik,,"Meruya, Jakarta Barat",-6.1970854,106.7382072,Rp,Miliar,3
2.0,1.0,2200 Watt,2.0,2.0,2.0,3.0,Unfurnished,103 m²,53 m²,,SHM - Sertifikat Hak Milik,2024.0,"Matraman, Jakarta Timur",-6.2018754,106.8688565,Rp,Miliar,"1,62"
1.0,1.0,2200 Watt,1.0,2.0,2.0,3.0,,70 m²,60 m²,,SHM - Sertifikat Hak Milik,2024.0,"Pesanggrahan, Jakarta Selatan",-6.2365273,106.751266,Rp,Miliar,"1,32"
1.0,1.0,2200 Watt,1.0,3.0,4.0,4.0,Unfurnished,207 m²,103 m²,,SHM - Sertifikat Hak Milik,2023.0,"Kalibata, Jakarta Selatan",-6.264140599999999,106.8370122,Rp,Miliar,"3,5"
1.0,1.0,6600 Watt,2.0,2.0,5.0,6.0,Unfurnished,440 m²,328 m²,,SHM - Sertifikat Hak Milik,,"Tebet, Jakarta Selatan",-6.225840091705322,106.8568115234375,Rp,Miliar,"8,9"
2.0,1.0,7700 Watt,2.0,1.0,4.0,4.0,Semi Furnished,500 m²,200 m²,,SHM - Sertifikat Hak Milik,2020.0,"Jelambar, Jakarta Barat",-6.158989906311035,106.7933120727539,Rp,Miliar,5
3.0,1.0,2200 Watt,,2.0,3.0,3.0,,165 m²,125 m²,,SHM - Sertifikat Hak Milik,2023.0,"Meruya, Jakarta Barat",-6.1970854,106.7382072,Rp,Miliar,"2,25"
4.0,1.0,2200 Watt,,2.0,3.0,3.0,,240 m²,200 m²,,SHM - Sertifikat Hak Milik,,"Puri Mansion, Jakarta Barat",-6.1813377,106.7271337,Rp,Miliar,"6,7"
1.0,1.0,2200 Watt,,2.0,3.0,3.0,Unfurnished,130 m²,105 m²,,SHM - Sertifikat Hak Milik,,"Metland Puri, Jakarta Barat",-6.1730885,106.7311963,Rp,Miliar,"2,7"
2.0,1.0,,2.0,2.0,4.0,6.0,Semi Furnished,600 m²,1000 m²,,SHM - Sertifikat Hak Milik,,"Lebak Bulus, Jakarta Selatan",-6.31254,106.80421,Rp,Miliar,22
1.0,1.0,,,,1.0,2.0,Unfurnished,66 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Citra Garden, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"1,48"
1.0,1.0,2200 Watt,,2.0,2.0,2.0,,55 m²,41 m²,,SHM - Sertifikat Hak Milik,2024.0,"Cijantung, Jakarta Timur",-6.322277,106.8576636,Rp,Juta,763
,1.0,,,2.0,2.0,2.0,Unfurnished,41 m²,21 m²,,SHM - Sertifikat Hak Milik,2023.0,"Tamansari, Jakarta Barat",-6.15458,106.83027,Rp,Juta,520
2.0,2.0,,2.0,2.0,6.0,5.0,Unfurnished,510 m²,515 m²,,SHM - Sertifikat Hak Milik,2022.0,"Kemang, Jakarta Selatan",-6.266904,106.823931,Rp,Miliar,29
,1.0,,,2.0,3.0,3.0,Unfurnished,103 m²,53 m²,,SHM - Sertifikat Hak Milik,2023.0,"Matraman, Jakarta Timur",-6.20435,106.8699,Rp,Miliar,"1,65"
2.0,1.0,2200 Watt,,2.0,3.0,3.0,Unfurnished,160 m²,120 m²,,SHM - Sertifikat Hak Milik,,"Taman Palem, Jakarta Barat",-6.1369874,106.7217943,Rp,Miliar,"2,8"
,,,,,1.0,2.0,Semi Furnished,88 m²,,,SHM - Sertifikat Hak Milik,,"Taman Anggrek, Jakarta Barat",-6.1585001945495605,106.74700164794922,Rp,Miliar,"1,6"
2.0,,,2.0,2.0,3.0,4.0,Unfurnished,280 m²,205 m²,,SHM - Sertifikat Hak Milik,,"Taman Meruya, Jakarta Barat",-6.1585,106.747,unknown,unknown,unknown
,,,,1.0,,,,365 m²,182 m²,,SHM - Sertifikat Hak Milik,,"Duri Kosambi, Jakarta Barat",-6.1721148,106.7205154,Rp,Miliar,3
,,,,1.0,,,,86 m²,126 m²,,SHM - Sertifikat Hak Milik,,"Semanan, Jakarta Barat",-6.1649271,106.7057733,Rp,Miliar,"1,7"
,2.0,5500 Watt,,2.0,4.0,3.0,Semi Furnished,420 m²,310 m²,,SHM - Sertifikat Hak Milik,2024.0,"Kebayoran Lama, Jakarta Selatan",-6.2365997,106.7805858,Rp,Miliar,"8,7"
,,2200 Watt,,,7.0,22.0,Furnished,400 m²,176 m²,,SHM - Sertifikat Hak Milik,,"Kemanggisan, Jakarta Barat",-6.190262199999999,106.791291,Rp,Miliar,"4,5"
,,,,,3.0,3.0,Unfurnished,120 m²,80 m²,,SHM - Sertifikat Hak Milik,,"Pegangsaan, Jakarta Utara",-6.19959,106.85498,Rp,Miliar,"1,65"
1.0,,,,3.0,3.0,3.0,Unfurnished,180 m²,65 m²,,,,"Mampang Prapatan, Jakarta Selatan",-6.253203,106.826959,Rp,Miliar,"4,5"
2.0,,,,1.0,1.0,3.0,,120 m²,150 m²,,SHM - Sertifikat Hak Milik,,"Kebagusan, Jakarta Selatan",-6.313899993896484,106.8360824584961,Rp,Miliar,"2,5"
2.0,,,2.0,2.0,4.0,5.0,,420 m²,235 m²,,SHM - Sertifikat Hak Milik,,"Jagakarsa, Jakarta Selatan",-6.332799911499023,106.831298828125,Rp,Miliar,"7,99"
2.0,1.0,3500 Watt,,2.0,2.0,3.0,Unfurnished,250 m²,162 m²,,SHM - Sertifikat Hak Milik,,"Legenda Wisata, Jakarta Timur",-6.2250138,106.9004472,Rp,Miliar,"2,2"
2.0,1.0,2200 Watt,1.0,2.0,3.0,3.0,Unfurnished,103 m²,53 m²,,SHM - Sertifikat Hak Milik,2024.0,"Jatinegara, Jakarta Timur",-6.2284425,106.8851503,Rp,Miliar,"1,62"
4.0,2.0,11000 Watt,4.0,4.0,4.0,6.0,Semi Furnished,900 m²,374 m²,,SHM - Sertifikat Hak Milik,2010.0,"Villa Meruya, Jakarta Barat",-6.209681199999999,106.7256623,Rp,Miliar,"8,5"
4.0,1.0,16500 Watt,4.0,3.0,5.0,5.0,Furnished,1000 m²,432 m²,,HGB - Hak Guna Bangunan,2020.0,"Ancol, Jakarta Utara",-6.12912,106.83335,Rp,Miliar,16
,,1300 Watt,,1.0,4.0,3.0,,160 m²,216 m²,,SHM - Sertifikat Hak Milik,,"Cipinang, Jakarta Timur",-6.207429299999999,106.8915948,Rp,Miliar,"3,5"
,,,,,3.0,3.0,Furnished,150 m²,,,SHM - Sertifikat Hak Milik,,"Pantai Mutiara, Jakarta Utara",-6.10773,106.79146,Rp,Miliar,"2,75"
,,,,,2.0,3.0,Furnished,160 m²,,,,2020.0,"Cassablanca, Jakarta Selatan",-6.224890232086182,106.8404312133789,Rp,Miliar,"5,6"
2.0,1.0,4400 Watt,,1.0,2.0,4.0,Semi Furnished,100 m²,100 m²,,"Lainnya (PPJB,Girik,Adat,dll)",2020.0,"Semanan, Jakarta Barat",-6.1649271,106.7057733,Rp,Miliar,"1,9"
,,,,,,,,100 m²,114 m²,,SHM - Sertifikat Hak Milik,,"Taman Ratu, Jakarta Barat",-6.172144,106.7675632,Rp,Miliar,3
1.0,1.0,4400 Watt,1.0,1.0,2.0,2.0,Semi Furnished,110 m²,154 m²,,SHM - Sertifikat Hak Milik,,"Bangka, Jakarta Selatan",-6.26593,106.82502,Rp,Miliar,"3,9"
3.0,2.0,10000 Watt,3.0,2.0,4.0,7.0,Unfurnished,400 m²,633 m²,,SHM - Sertifikat Hak Milik,,"Pancoran, Jakarta Selatan",-6.2554837,106.8429756,Rp,Miliar,19
,1.0,,,2.0,3.0,5.0,,400 m²,300 m²,,SHM - Sertifikat Hak Milik,,"Petojo, Jakarta Pusat",-6.1857,106.853,unknown,unknown,unknown
,,2200 Watt,,1.0,1.0,1.0,Semi Furnished,90 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Tanjung Priok, Jakarta Utara",-6.1382799,106.8665166,Rp,Juta,950
1.0,1.0,2200 Watt,1.0,2.0,3.0,3.0,Unfurnished,69 m²,48 m²,,SHM - Sertifikat Hak Milik,2022.0,"Cempaka Mas, Jakarta Pusat",-6.1659184,106.876789,Rp,Miliar,"1,6"
,,,,,1.0,3.0,Furnished,65 m²,,,HGB - Hak Guna Bangunan,,"Taman Anggrek, Jakarta Barat",-6.1585001945495605,106.74700164794922,Rp,Miliar,"1,95"
2.0,1.0,4400 Watt,1.0,2.0,3.0,4.0,Unfurnished,185 m²,120 m²,,SHM - Sertifikat Hak Milik,2022.0,"Tanjung Barat, Jakarta Selatan",-6.3058935,106.8502879,Rp,Miliar,"4,35"
2.0,,3500 Watt,1.0,2.0,4.0,4.0,Unfurnished,269 m²,180 m²,,SHM - Sertifikat Hak Milik,,"Sektor 3 - Bintaro, Jakarta Selatan",-6.2720306,106.7471592,Rp,Miliar,"4,8"
2.0,2.0,,2.0,3.0,4.0,6.0,Semi Furnished,883 m²,300 m²,,SHM - Sertifikat Hak Milik,2010.0,"Tanjung Duren Selatan, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"8,5"
,1.0,2200 Watt,,2.0,2.0,2.0,Unfurnished,70 m²,48 m²,,SHM - Sertifikat Hak Milik,2023.0,"Kalisari, Jakarta Timur",-6.3377275,106.8547133,Rp,Juta,850
1.0,1.0,2200 Watt,,2.0,2.0,3.0,Unfurnished,85 m²,58 m²,,SHM - Sertifikat Hak Milik,2024.0,"Cijantung, Jakarta Timur",-6.322277,106.8576636,Rp,Juta,955
,1.0,5500 Watt,,3.0,2.0,3.0,Unfurnished,400 m²,250 m²,,SHM - Sertifikat Hak Milik,,"Kav DKI, Jakarta Barat",-6.1585001945495605,106.74700164794922,Rp,Miliar,"4,8"
2.0,2.0,13900 Watt,2.0,2.0,4.0,4.0,Semi Furnished,314 m²,311 m²,,SHM - Sertifikat Hak Milik,2017.0,"Ampera, Jakarta Selatan",-6.2836594,106.819175,Rp,Miliar,11
6.0,2.0,,4.0,2.0,6.0,6.0,Semi Furnished,2500 m²,1050 m²,,SHM - Sertifikat Hak Milik,,"Mega Kuningan, Jakarta Selatan",-6.2307155,106.8256054,Rp,Miliar,88
1.0,1.0,2200 Watt,1.0,3.0,3.0,2.0,Unfurnished,71 m²,24 m²,,SHM - Sertifikat Hak Milik,2023.0,"Johar Baru, Jakarta Pusat",-6.1830538,106.8561884,Rp,Juta,959
2.0,1.0,,,2.0,3.0,4.0,Unfurnished,190 m²,96 m²,,SHM - Sertifikat Hak Milik,,"Alfa Indah, Jakarta Barat",-6.2219946,106.7530653,Rp,Miliar,"2,75"
,,,,2.0,4.0,4.0,,510 m²,330 m²,,SHM - Sertifikat Hak Milik,,"Angke, Jakarta Barat",-6.14519,106.79915,Rp,Miliar,"8,5"
2.0,3.0,16500 Watt,2.0,3.0,5.0,7.0,Semi Furnished,650 m²,240 m²,,SHM - Sertifikat Hak Milik,,"Pejompongan, Jakarta Pusat",-6.2048089,106.8018225,Rp,Miliar,19
2.0,2.0,,2.0,2.0,4.0,4.0,Semi Furnished,531 m²,758 m²,,SHM - Sertifikat Hak Milik,,"patra kuningan, Jakarta Selatan",-6.26899,106.806,Rp,Miliar,26
1.0,1.0,3500 Watt,1.0,2.0,3.0,3.0,Unfurnished,338 m²,231 m²,,SHM - Sertifikat Hak Milik,,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"3,8"
1.0,2.0,,,2.0,3.0,4.0,Furnished,200 m²,122 m²,,SHM - Sertifikat Hak Milik,2023.0,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,7
3.0,1.0,,1.0,2.0,3.0,5.0,Semi Furnished,400 m²,264 m²,,SHM - Sertifikat Hak Milik,2010.0,"Cipinang, Jakarta Timur",-6.20989,106.89872,Rp,Miliar,"2,5"
,,2200 Watt,,3.0,4.0,3.0,,165 m²,55 m²,,SHM - Sertifikat Hak Milik,2024.0,"Mampang Prapatan, Jakarta Selatan",-6.2481661,106.8262565,Rp,Miliar,"3,9"
1.0,1.0,3500 Watt,1.0,2.0,3.0,3.0,Semi Furnished,168 m²,125 m²,,SHM - Sertifikat Hak Milik,,"Meruya, Jakarta Barat",-6.1970854,106.7382072,Rp,Miliar,"2,9"
2.0,2.0,5500 Watt,1.0,2.0,4.0,5.0,Semi Furnished,550 m²,508 m²,,SHM - Sertifikat Hak Milik,1990.0,"Cilandak, Jakarta Selatan",0.0074957683468534,0.009927861392498,Rp,Miliar,"10,5"
,,5500 Watt,,2.0,3.0,3.0,Semi Furnished,300 m²,175 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.13716983795166,106.86524200439453,Rp,Miliar,"6,95"
1.0,1.0,,1.0,3.0,3.0,4.0,,220 m²,75 m²,,SHM - Sertifikat Hak Milik,,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"2,65"
,,,,,2.0,2.0,Unfurnished,99 m²,,,SHM - Sertifikat Hak Milik,2020.0,"Tanjung Duren, Jakarta Barat",-6.1713515,106.7839175,Rp,Miliar,"2,5"
,,3300 Watt,,2.0,4.0,5.0,Unfurnished,300 m²,200 m²,,SHM - Sertifikat Hak Milik,,"Kembangan, Jakarta Barat",-6.1987086,106.741926,Rp,Miliar,"6,3"
3.0,2.0,,5.0,2.0,3.0,5.0,Semi Furnished,483 m²,956 m²,,SHM - Sertifikat Hak Milik,,"Hasyim Ashari, Jakarta Pusat",-6.16544,106.81446,Rp,Miliar,82
,1.0,10000 Watt,,3.0,5.0,4.0,Semi Furnished,800 m²,525 m²,,SHM - Sertifikat Hak Milik,,"Pluit, Jakarta Utara",-6.113894200000001,106.7853922,Rp,Miliar,25
,1.0,,,2.0,2.0,2.0,Unfurnished,41 m²,21 m²,,SHM - Sertifikat Hak Milik,2024.0,"Sawah Besar, Jakarta Pusat",-6.15273,106.84269,Rp,Juta,497
3.0,1.0,5500 Watt,1.0,2.0,4.0,5.0,Unfurnished,320 m²,178 m²,,SHM - Sertifikat Hak Milik,2018.0,"Sektor 2 - Bintaro, Jakarta Selatan",-6.2689900398254395,106.80599975585938,unknown,unknown,unknown
,1.0,2200 Watt,,2.0,2.0,2.0,Unfurnished,34 m²,20 m²,,SHM - Sertifikat Hak Milik,2023.0,"Gunung Sahari, Jakarta Pusat",-6.15369987487793,106.8360595703125,Rp,Juta,680
2.0,,2200 Watt,,2.0,2.0,3.0,Unfurnished,80 m²,65 m²,,SHM - Sertifikat Hak Milik,2024.0,"Condet, Jakarta Timur",-6.2826324,106.8552318,Rp,Miliar,"1,34"
,1.0,1300 Watt,,1.0,1.0,2.0,Semi Furnished,90 m²,98 m²,,SHM - Sertifikat Hak Milik,2020.0,"Ciracas, Jakarta Timur",-6.308751699999999,106.8749344,Rp,Juta,550
2.0,1.0,,,,1.0,3.0,Unfurnished,300 m²,348 m²,,SHM - Sertifikat Hak Milik,,"Radio Dalam, Jakarta Selatan",-6.25618,106.7901,Rp,Miliar,13
,1.0,10600 Watt,1.0,2.0,2.0,3.0,Unfurnished,240 m²,177 m²,,SHM - Sertifikat Hak Milik,,"Cilandak, Jakarta Selatan",-6.277122299999999,106.7975781,Rp,Miliar,6
2.0,2.0,5500 Watt,3.0,3.0,4.0,4.0,Semi Furnished,440 m²,360 m²,,"Lainnya (PPJB,Girik,Adat,dll)",2023.0,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,25
5.0,1.0,,5.0,2.0,8.0,6.0,Semi Furnished,1050 m²,1200 m²,,SHM - Sertifikat Hak Milik,,"Permata Hijau, Jakarta Selatan",-6.2223652312597,106.78667259025,Rp,Miliar,54
,,2200 Watt,,1.0,,,,112 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Semanan, Jakarta Barat",-6.1649271,106.7057733,Rp,Miliar,"1,7"
1.0,1.0,3500 Watt,2.0,2.0,3.0,3.0,Unfurnished,140 m²,120 m²,,SHM - Sertifikat Hak Milik,2024.0,"Meruya, Jakarta Barat",-6.19665002822876,106.73185729980469,Rp,Miliar,"2,6"
1.0,1.0,2200 Watt,,2.0,2.0,3.0,Unfurnished,115 m²,90 m²,,"Lainnya (PPJB,Girik,Adat,dll)",2024.0,"Jagakarsa, Jakarta Selatan",-6.3360601,106.8256645,Rp,Miliar,"1,54"
,,,,,1.0,1.0,,43 m²,,,SHM - Sertifikat Hak Milik,,"Tanah Abang, Jakarta Pusat",-6.203972299999999,106.8051365,Rp,Miliar,"1,3"
,,,,,2.0,3.0,Furnished,100 m²,,21.0,SHM - Sertifikat Hak Milik,2012.0,"Kuningan, Jakarta Selatan",-6.2212429,106.8256669,Rp,Miliar,"2,8"
,,,,,3.0,3.0,Furnished,157 m²,,11.0,HP - Hak Pakai,2009.0,"Pantai Mutiara, Jakarta Utara",-6.107729911804199,106.79145812988281,Rp,Miliar,"2,3"
2.0,2.0,7700 Watt,1.0,2.0,4.0,5.0,Semi Furnished,600 m²,520 m²,,SHM - Sertifikat Hak Milik,2000.0,"Muara Karang, Jakarta Utara",-6.116632,106.7795128,Rp,Miliar,"13,5"
1.0,1.0,,,1.0,2.0,3.0,Unfurnished,100 m²,109 m²,,SHM - Sertifikat Hak Milik,,"Sektor 2 - Bintaro, Jakarta Selatan",-6.26899,106.806,Rp,Miliar,"1,8"
,,2200 Watt,,,1.0,1.0,Unfurnished,90 m²,600 m²,,HGB - Hak Guna Bangunan,,"Green garden, Jakarta Barat",-6.170222,106.7535419,Rp,Miliar,"6,5"
7.0,1.0,13200 Watt,1.0,2.0,12.0,14.0,Furnished,450 m²,413 m²,,SHM - Sertifikat Hak Milik,2010.0,"Pasar Minggu, Jakarta Selatan",-6.289610499999999,106.8399623,Rp,Miliar,8
,,,,,1.0,2.0,Semi Furnished,36 m²,,31.0,"Lainnya (PPJB,Girik,Adat,dll)",,"Jatinegara, Jakarta Timur",-6.2284425,106.8851503,unknown,unknown,unknown
,1.0,2200 Watt,1.0,2.0,3.0,3.0,Unfurnished,97 m²,55 m²,,SHM - Sertifikat Hak Milik,2024.0,"Cempaka Putih, Jakarta Pusat",-6.18128,106.87535,Rp,Miliar,"2,47"
1.0,1.0,2200 Watt,,2.0,3.0,3.0,Unfurnished,101 m²,51 m²,,SHM - Sertifikat Hak Milik,2024.0,"Cempaka Putih, Jakarta Pusat",-6.1868333,106.8665002,Rp,Miliar,"1,88"
,1.0,2200 Watt,,2.0,2.0,2.0,Unfurnished,45 m²,25 m²,,SHM - Sertifikat Hak Milik,2024.0,"Kemayoran, Jakarta Pusat",-6.1594869,106.8541776,Rp,Juta,540
,,,,,3.0,3.0,Furnished,168 m²,,,"Lainnya (PPJB,Girik,Adat,dll)",,"Sudirman, Jakarta Selatan",-6.2192054,106.8140498,Rp,Miliar,"6,5"
,,7700 Watt,,1.0,,,,400 m²,356 m²,,SHM - Sertifikat Hak Milik,,"Kalibata, Jakarta Selatan",-6.26432,106.84216,Rp,Miliar,"11,5"
,,8000 Watt,,1.0,,,,600 m²,535 m²,,,,"Pantai Mutiara, Jakarta Utara",-6.10773,106.79146,Rp,Miliar,"19,5"
2.0,,7700 Watt,2.0,2.0,4.0,5.0,Semi Furnished,480 m²,450 m²,,SHM - Sertifikat Hak Milik,2010.0,"Intercon, Jakarta Barat",-6.2021846,106.7502816,Rp,Miliar,"12,5"
,,4400 Watt,,1.0,4.0,4.0,,145 m²,75 m²,,SHM - Sertifikat Hak Milik,2011.0,"Tomang, Jakarta Barat",-6.17214,106.80272,Rp,Miliar,"2,75"
